state,district,label,modal_price
West Bengal,Puruliya,brinjal,1300
West Bengal,Puruliya,lentil (masur)(whole),5450
West Bengal,Puruliya,mustard oil,9940
West Bengal,Puruliya,onion,1000
West Bengal,Puruliya,potato,380
West Bengal,Puruliya,rice,2640
West Bengal,Puruliya,ridgeguard(tori),3300
West Bengal,Puruliya,tomato,300
West Bengal,Puruliya,arhar dal(tur dal),6000
West Bengal,Puruliya,brinjal,1200
West Bengal,Puruliya,gur(jaggery),2600
West Bengal,Puruliya,masur dal,6300
West Bengal,Puruliya,moath dal,7400
West Bengal,Puruliya,mustard oil,10530
West Bengal,Puruliya,onion,1000
West Bengal,Puruliya,potato,420
West Bengal,Puruliya,pumpkin,900
West Bengal,Puruliya,rice,2600
West Bengal,Puruliya,tomato,900
West Bengal,Sounth 24 Parganas,bitter gourd,4000
West Bengal,Sounth 24 Parganas,brinjal,2250
West Bengal,Sounth 24 Parganas,cucumbar(kheera),5400
West Bengal,Sounth 24 Parganas,green chilli,7600
West Bengal,Sounth 24 Parganas,guava,4800
West Bengal,Sounth 24 Parganas,onion,1300
West Bengal,Sounth 24 Parganas,papaya (raw),1400
West Bengal,Sounth 24 Parganas,potato,700
West Bengal,Sounth 24 Parganas,rice,2800
West Bengal,Sounth 24 Parganas,rice,4400
West Bengal,Sounth 24 Parganas,sweet pumpkin,1500
West Bengal,Sounth 24 Parganas,tomato,1300
West Bengal,Uttar Dinajpur,jute,4600
West Bengal,Uttar Dinajpur,potato,550
West Bengal,Uttar Dinajpur,rice,3600
West Bengal,Uttar Dinajpur,jute,4500
West Bengal,Uttar Dinajpur,rice,3500
West Bengal,Uttar Dinajpur,wheat,2100
