N,P,K,temperature,humidity,ph,rainfall,label,state,district,modal_price
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,West Bengal,Sounth 24 Parganas,4400
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,West Bengal,Uttar Dinajpur,3600
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,West Bengal,Uttar Dinajpur,3500
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Assam,Cachar,2400
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Assam,Cachar,2800
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Assam,Dhubri,4500
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Assam,Dhubri,2500
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Assam,Jorhat,3200
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Assam,Sonitpur,2400
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Assam,Sonitpur,2800
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Manipur,Bishnupur,3700
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Manipur,Chandel,3500
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Manipur,Imphal East,4100
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Manipur,Imphal West,3800
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Manipur,Thoubal,3900
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Odisha,Mayurbhanja,2200
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Odisha,Sundergarh,3000
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Tripura,North Tripura,2600
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Agra,2540
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Agra,2300
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Agra,2540
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Agra,2540
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Bahraich,2150
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Ballia,2100
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Chitrakut,1775
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Ghaziabad,2670
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Kannuj,2500
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Lakhimpur,2250
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Mau(Maunathbhanjan),2000
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Mirzapur,2320
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Muzaffarnagar,2700
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Muzaffarnagar,3900
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Uttar Pradesh,Sonbhadra,2240
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Bankura,2650
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Bankura,2850
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Bankura,2650
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Burdwan,3000
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Burdwan,2300
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Burdwan,2300
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Burdwan,3000
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Burdwan,2250
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Burdwan,2300
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Hooghly,2850
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Malda,3200
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Malda,2700
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Medinipur(W),2550
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Medinipur(W),2400
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Murshidabad,2700
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Murshidabad,2900
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Nadia,3800
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Puruliya,2640
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Puruliya,2600
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Sounth 24 Parganas,2800
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Sounth 24 Parganas,4400
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Uttar Dinajpur,3600
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,West Bengal,Uttar Dinajpur,3500
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Assam,Cachar,2400
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Assam,Cachar,2800
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Assam,Dhubri,4500
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Assam,Dhubri,2500
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Assam,Jorhat,3200
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Assam,Sonitpur,2400
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Assam,Sonitpur,2800
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Manipur,Bishnupur,3700
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Manipur,Chandel,3500
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Manipur,Imphal East,4100
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Manipur,Imphal West,3800
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Manipur,Thoubal,3900
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Odisha,Mayurbhanja,2200
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Odisha,Sundergarh,3000
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Tripura,North Tripura,2600
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Agra,2540
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Agra,2300
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Agra,2540
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Agra,2540
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Bahraich,2150
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Ballia,2100
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Chitrakut,1775
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Ghaziabad,2670
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Kannuj,2500
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Lakhimpur,2250
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Mau(Maunathbhanjan),2000
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Mirzapur,2320
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Muzaffarnagar,2700
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Muzaffarnagar,3900
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,Uttar Pradesh,Sonbhadra,2240
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Bankura,2650
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Bankura,2850
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Bankura,2650
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Burdwan,3000
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Burdwan,2300
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Burdwan,2300
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Burdwan,3000
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Burdwan,2250
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Burdwan,2300
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Hooghly,2850
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Malda,3200
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Malda,2700
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Medinipur(W),2550
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Medinipur(W),2400
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Murshidabad,2700
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Murshidabad,2900
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Nadia,3800
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Puruliya,2640
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Puruliya,2600
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Sounth 24 Parganas,2800
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Sounth 24 Parganas,4400
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Uttar Dinajpur,3600
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,West Bengal,Uttar Dinajpur,3500
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Assam,Cachar,2400
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Assam,Cachar,2800
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Assam,Dhubri,4500
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Assam,Dhubri,2500
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Assam,Jorhat,3200
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Assam,Sonitpur,2400
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Assam,Sonitpur,2800
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Manipur,Bishnupur,3700
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Manipur,Chandel,3500
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Manipur,Imphal East,4100
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Manipur,Imphal West,3800
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Manipur,Thoubal,3900
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Odisha,Mayurbhanja,2200
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Odisha,Sundergarh,3000
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Tripura,North Tripura,2600
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Agra,2540
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Agra,2300
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Agra,2540
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Agra,2540
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Bahraich,2150
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Ballia,2100
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Chitrakut,1775
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Ghaziabad,2670
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Kannuj,2500
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Lakhimpur,2250
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Mau(Maunathbhanjan),2000
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Mirzapur,2320
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Muzaffarnagar,2700
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Muzaffarnagar,3900
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Uttar Pradesh,Sonbhadra,2240
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Bankura,2650
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Bankura,2850
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Bankura,2650
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Burdwan,3000
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Burdwan,2300
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Burdwan,2300
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Burdwan,3000
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Burdwan,2250
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Burdwan,2300
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Hooghly,2850
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Malda,3200
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Malda,2700
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Medinipur(W),2550
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Medinipur(W),2400
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Murshidabad,2700
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Murshidabad,2900
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Nadia,3800
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Puruliya,2640
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Puruliya,2600
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Sounth 24 Parganas,2800
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Sounth 24 Parganas,4400
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Uttar Dinajpur,3600
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,West Bengal,Uttar Dinajpur,3500
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Assam,Cachar,2400
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Assam,Cachar,2800
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Assam,Dhubri,4500
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Assam,Dhubri,2500
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Assam,Jorhat,3200
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Assam,Sonitpur,2400
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Assam,Sonitpur,2800
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Manipur,Bishnupur,3700
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Manipur,Chandel,3500
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Manipur,Imphal East,4100
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Manipur,Imphal West,3800
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Manipur,Thoubal,3900
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Odisha,Mayurbhanja,2200
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Odisha,Sundergarh,3000
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,Tripura,North Tripura,2600
